"id_list","star_list","txt_list"
"itsGooD2(jjag****)","1","내가 원래 후기안남기는데 첨 남겨보네 웹툰본사람은 알지만 진짜 전개 완전뜬금없고 모든 사건 장면이 개연성없이 갑자기 흐지부지하게 결말 지어버리네 진짜 기대했는데 실망한작품 이건 웹툰보세요  "
"Clayton Kershaw(poze****)","1","지긋지긋한 조폭 영화... 지금 시대가 어느 시대인데 조폭이 정계에 발을 들이는 게 통할 거라고 생각한건가  "
"은딩이(mari****)","1","진짜 21세기에 조폭이 국회의원에 도전하는 것도 어이가 없는데 그 계기가 여자한테 반해서...? 그리고 중간중간 쓸데없이 넣은 개그코드는 너무 진부하고 유치했네요. 토이스토리나 볼걸....  "
"봉봉이(dhtp****)","1","조폭미화에 지역감정 유발하는 이런 영화는 사라져야한다  "
"smil****","4","원작에 비해 너무 축약되고 감동이 줄었네요  "
"2015수험생(sys5****)","1","목포에서 소송걸었으면한다  "
"kkhc****","6","원작웹툰을 아는사람이면 어느정도 이해하고 넘어갈부분이지만  그냥 영화만 딱본다면  재미없게  느낄수있음  "
"봄봄(bom9****)","3","뻔하디 뻔한 스토리 ... 감동도 재미도 애매  "
"토토로(chun****)","6","여쥔공이 참...매력없다..  "
"BMW528(muno****)","1","조광춘은 기아타이거즈 광팬인가봅서이것도 영화냐? 졸지루함! 평점1도아까부러  "
"young(bboi****)","2","오랜만에 중간에 도망치고싶은 영화였네요  "
"조은현(don_****)","1","이게재밌냐? 어디서웃어야되는지 모르겠고어디서감동을받아야되는지도모르겠고  "
"물새(shin****)","1","보는동안 너무 지루하고 소재도 너무 올드해요 드라마 국민여러분 생각나요  "
"레인메커(cjjo****)","1","역시 한국의 조폭미화쓰레기영화 ㅋㅋ 1980년대도 아니고 ㅋㅋ 이래서 내가 한국영화를 안보러갈려는거 다신 안간다 아오 ~  "
"suin****","2","존윅이나 보자 ㅋㅋ ㅋㅋ  "
"옥승헌(dlql****)","9","정말 처음 쓰는 평인데 생각보다 훨씬 재미있게 봤어요~ 뻔한 스토리라도 갓래원 연기 ㄷㄷ  "
"selc(jung****)","10","수준 높은 평론가 엉아들은 노잼이라고 할지몰라도 수준 낮은 내가 보기엔 핵꿀잼이었다범죄도시 시사회때 영화보고 빵뜰 느낌왔었는데 이번에도 뭔가 느낌이 좋다 흥행 성공 가즈아~~!!  "
"나는안녕(kwon****)","1","조폭 안 나오면 영화를 못 만드냐?  "
"Episteme(boro****)","6","다소 뻔할까? 익숙하고 순진한, 무난한 오락영화  "
"slip(otj3****)","1","개연성이라곤 ㅈ도없는 쓰레기 스토리, 아무 공감 안되는 억지 눈물짜기식 감동. 같은 감독 맞습니까 ㅋㅋ?  "
"Cyclone(hunm****)","1","어케 이 영화가 8점이지 진짜?  "
"gott****","1","너무뻔한 억지감동유발  "
"hho1****","1","관람객원작 웹툰 시즌3까지 나름 재밋게 챙겨봣는데 영화로 나온대서 너무 기대가 컷나봐요 원작이랑 아에 다른 영화인줄 알앗네요 스토리 개연성 1도 없고 영화보는  내내 와 ㅅㅂ만 외쳣네요...원작 그대로만 반영해도 흥 할것을 보는 제가 흥! 햇네요 ㅅㅂ  "
"뾰로롱(free****)","1","하.. 보는 내내 같이가자고 한 친구 눈치보며봄. 이제 시작하겠지 하면서 두시간지남. 김래원 좋아해서 위안함. 스스로..네이버 알바인가..  진정...한순간도 유치하지 않은적이 없고 한순간도 웃기지않았음  "
"전준영(joon****)","1","알바를 얼마나 푼거야...개연성 1도 없고 재미도 없음.  "
"hyuk2583(khg1****)","1","클리셰범벅에 쓴웃음이나오는영화...십오년전에 개봉했어도 이해못할 여러가지가 짬뽕됐어요 오늘 보고 너무후회함 다른거보세요  "
"냐하하(ynho****)","1","뒷내용이 뻔히 예상되는 빨갱이영화  "
"찐찐(miji****)","6","곳곳에 애는 썼으나 후반에 가서 상당히 아쉬움 지역 영화 맞고 정치 얘기 맞아요 아니긴 뭐가 아니야 ? 그중에 김래원이 참 애썼음 할일 다 한거 맞음 곳곳에 웃음 요소나 디테일은 좋으나 그게 터지질 않음 까메오는 좀 놀랍고 난 마지막에 터졌음  "
"bezor(dday****)","6","시나리오 누가쓰거여 5분만에 나오고 싶었다 ㅜㅠ  "
"헐크(tgk7****)","1","이런류의 영화 이제짜증난다.철거영화 짜증이 난다.용역깡패가 상대측변호사를 보고 사랑에 빠진다고?깡패가 술집아가씨들 돈막아준다고?웃기고 있네 좌파드립 감성팔이영화 보는내내 불편했다  "
"션바(gamd****)","5","진부. 마지막 쿠키영상만 볼만한정도  "
"맘가는대로(simp****)","1","돈 주고 보시면 안됩니다  "
"박현호(gotk****)","10","솔직히 김래원 연기 너무 잘하고 2시간 어떻게 지나갔나 싶을정도로 몰입감 좋고스토리 좋고 배우들 연기 너무 좋고진짜 김래원에 다시 한번 빠졌다...  "
"gcda(2p_p****)","2","솔직히... 재미있겠지.. 이제 쯤 재미있어지겠지... 이상태로 버텼다.. 김래원만 참 멋있던 영화 특별출연진들이 아까운 ㅜㅜ  "
"헌(besu****)","4","범죄도시 감독님 작품이라 기대하고 봤는데... 실망이 컸던 영화. 김래원씨 연기는 말 할 것도 없이 너무 좋았지만... 영화가 전체적으로 완성되지 못한 느낌.... 아쉽네요.  "
"마이걸(mygi****)","2","박지원... ㅋㅋ  소문으로 돌던 목포판  아수라 ..  "
"그래요그래(jm78****)","6","웹툰을 보는게 훨낫지라  "
"mjg0****","1","관람객최악,, 너무 뻔한 전개  "
"김현준(asdf****)","1","진짜 이게 영화냐... 보다가 카톡하고 모마했다ㅡㅡ  "
"hpsy****","1","원작 웹툰을 짧은 런닝타임에 우겨넣으려다보니 영화의 개연성이 너무 떨어지고 중간중간에 어거지로 웃긴 장면을 넣으려다보니 웃기지도 않고 긴장감도 없었음. 까메오들 출연도 아무 임팩트 없었음. 끝까지  영화관에 앉아있기 괴로웠던 영화.  "
"유인나연(ssss****)","4","착한척 한다고 과거가 사라지는게 아니다 미화 시켰음 재미라도 있던가  "
"김근혜(kkon****)","5","저는 별로 재미없었어요ㅠㅠ기생충은 진짜 재밌게 봤고 사실 이건 영화라기보다 드라마 느낌? 근데 마지막 엔딩은 좀 웃겼음ㅋㅋㅋ처음엔 졸려서 졸뻔햤는데 중간부터는 괜찮았지만 딱히 재밌진 않아쏘요..  "
"Morera(endd****)","1","하 진짜 점수 10점준 사람들 알바가 아니고서야 이해가 안감..  "
"으리으리(dlwj****)","4","두목이 국회의원되는 얘기인데 개 유치하네..  "
"이뿌니1001동1004호(smlo****)","2","김래원님사투리 리얼리티 가 쫌 떨어져서 못내아쉬웠고, 입에 착착붙는 거시기쪽 사투리는 진선규님이 더  맛깔스럽더라는?  음?그리고 영화가진부 하다고 할까?아님, 너무 빤한 스토리전OO팔년도 식 소재를 한  이야기 가 너무 지루하게느껴졌음.  "
"qkrd****","10","범죄의도시 극한직업 다필요없다이영화가 리얼 핵잼 김래원 신들린 연기 진선규 말할것도 없고걍 개멋있는 영화 말이필요없는 영화김래원땜에 평점 첨남겨 봅니다  "
"타우린(1htk****)","1","이것두 영화라구 한국영화 수준에 딱이다 조폭미화 언제 벗어날래 내시간과 돈이 아깝다.  "
"황인경(akir****)","2","유치하고 진부하고 욕만하고  "
"료코아빠(stev****)","1","진짜 개허접같은 영화 오랜만이네..ㅋ  "
"hgs9****","2","감동도 스릴도 액셕도 코믹도 없고무엇보다 스토리가 너무 허접함고구마 100개 먹고 끝날때 쯤에 사이다 한 모금 마쉰 느낌이랄까....  "
"하동(opwe****)","2","걸캅스 엑스맨 맨인블랙 요거까지 요즘 영화운이 너무없다...어디서부터 꼬인걸까 ㅠㅠ  "
"이베베(gh04****)","1","너무시간아깝고 재미없던 영화  "
"gksk****","4","김래원만 멋있고 영화내용부터 전개 결말 싹다 별루야돈 아까워. 차라리 기생충 한번 더 볼걸 ㅠㅠㅠㅠ  "
"club****","1","이거 또 당했네 꼭 세뇌영화 같노..  "
"돼지 날다(nasa****)","1","돈내고 보기 너무 아까운데 진짜 어디서 재미가 느껴지시는?  "
"ellt****","10","관람객재밋어요^^김래원은 김래원임ㅎ  "
"para****","1","전북 익산 사람이지만 전남 사투리는 정말 뭔말인지 모르겠다.... 그리고 다들 턱이 나갔나 발음들이 왜이래...  "
"금와(chda****)","5","범죄도시 반도 못따라갑니다.여배우 러브신 너무 오글 거리고.. 쓰리뚱 나올때 딱 한번 피식함계속 그런류의 b급 감성으로 갔으면 좋았을텐데  "
"가나다(dudt****)","9","관람객재밌던데 개연성이 부족하긴한데 그냥 아무생각없이 볼만함 배우들도 개성있고  "
"juya****","10","봐도봐도 재미있고 계속계속 보고 싶어지는 영화.^^ 장세출 보좌관이 되고 싶네영~!!  "
"광팬(kkan****)","6","만화 보고 이것도 본 사람으로 생각해보면 그냥 드라마로 나왔으면 좋았겠다. 아쉽다.  "
"내정보를보호하자(zmud****)","6","해바라기2해바라기3해바라기4  "
"박세찬(sech****)","4","한물 간 삼류영화일 뿐, 아무런 가치가 없다  "
"네오(jh90****)","6","편집이 좀 올드한느낌이 있는듯ㅎ  "
"꺼죽이(m60h****)","5","김래원....도시어부가 더 재미났다 ㅜ ㅜ  "
"이승찬(dltc****)","1","솔까 전라도사투리 조폭 정치라는 설정에 저만한 캐스팅에 이만큼 졸작을 만들기가 더 어려울거라 생각됩니다 알바하는 분이들이 진짜 있구나 하는 실감이 드네요 진짜 병맛이 무슨맛인지 알게해주는 영화입니다 진짜 이영화 장르 아시는분?  "
"ANNA(ms49****)","1","관람객평점믿고 봤는데.. 첫시작부터 재미없었어요.. 정말 재미없네요 .. 진짜 10점 누가주는건지..보는눈이 다른건가..  "
"abcd123(sohw****)","1","전형적 절라도 조폭미화영화;;댓글 알바 너무 많네요.. 이거 거르고 존윅보세요 여러분  "
"롱롱(ohdu****)","1","김래원 연기력 자체빼고 스토리 시나리오가너무 개연성없고... 왜 갑자기 사랑빠지고 이러는지 귀여니소설같았어요 20년전 늑대의유혹같음  "
"박병섭(volc****)","1","알바가 평점을 조작하는 시대는 지났다. 관객수는 거짓말을 하지 않는다. 범죄도OO로 100만은 찍겠지만 볼사람은 봐라 나만 당할순 없으니ㅋㅋㅋ  "
"sunny(ciao****)","1","알바들아 이왕 돈받고 쓰는 댓글인데 좀 자연스럽게 달아라 어떻게 딱 보면 누가봐도 알바구나 라는 티가 나게달고 있냐 너희때문에 보려다가도 안보게 된다  "
"smdd****","9","간만에 김래원표 조폭영화 잘봤네  "
"왕백(hiru****)","10","이렇게 끝날 스토리가 아닌데 후속편 원합니다!법무부장관 장세출이! 짝짝  "
"가이(kore****)","4","시작 5분만에 평점에 낚였단 기분이 들었다..  "
"정희정(jhj4****)","10","관람객올 해 최고의 오락영화였다  "
"영웅본색78(tpq3****)","10","완전꿀잼 김래원연기짱  "
"kuh9****","10","김래원별로 안좋아하는데 보고반햇따ㅜㅠㅜ흑 넘나 멋쪄...재미지당  "
"이무용(daso****)","10","관람객캐스팅 싱크로율이 높아서 더 재밌었던듯  "
"깐지남(qkrr****)","10","1점 남기는 알바들 뭐냐 ?간만에 제대로된 오락 영화 나왔다 그냥 쩐다 좋다 재밌다 즐겁다 하 김래원 개멋있다 그냥 반했다 미안하다 꼭 봐라 후회없다 오태식이 진짜가 돌아왔다 하  "
"zoo7****","8","광주불곰행님등장!!  "
"정예슬(wjdd****)","10","관람객원작 팬으로써 너무 만족스러웠다  "
"greathwang(alsd****)","1","속지들 마세요... 별로에요  "
"z344****","1","보는 내내 알라딘 볼걸 하고 후회함...엔딩크레딧영상 소름끼치게 유치함호평인 댓글은 다 알바들인가?댓글에 속아 귀한시간을 날림...나도 홧김에 이 영화 최고에요 하고 댓글을 달고싶은 충동이 듦. 부모를 죽인 원수가 있다면 이 영화를 추천바람  "
"꽃수애(qwea****)","1","진심으로 너무 지겹고 노잼이라서 보는동안 나가고 싶을정도로 힘들었습니다ㅠ 전부다알바댓글인가? 사람들 전부 한숨쉬고..돈아까운걸떠나서 너무너무ㅠ  "
"까치(hoss****)","10","알바X. 용산아이파크 8시5분 첫영화 봤는디요 뮤쟈게 재밋쓰요 나가 경상도 사람인디 영화보고 나옹께 말투가 시방 이래부요 김래원 믿고 보러갔는디 아따 그 양반 연기 잘하자네요 그요! 안그요! 여러분들?!  "
"ehrud96(hyl4****)","1","와 진짜 알바가 존재한다는 것을 느꼈다....평점이랑 후기 좋길래 봤는데 이런 망작은 또 진짜 오랜만.. 속지마세요 도대체 무슨얘길하고싶은지 전혀 모르겠고 하나도 웃기지도 않고 개연성도 떨어지고 최악입니다..  "
"이프(zkem****)","10","여윽시 오태식이 연기는 끝내줘부러잉~~~~  "
"reac****","10","관람객원작보다 재밌는 스토리+세상 예쁜 원진아로 끝난 영화!  "
"우히히히(khj0****)","1","영화보는 수준도 절대 높지 않고, 훈훈하고 유쾌한 오락영화 즐기고 좋아하는 사람으로써 말합니다. 진짜 드럽게 재미없어서 쌍욕밖에 안나오니까 제발 알바한테 속지 마세요.  "
"파이리(ajaj****)","1","알바들 열일한다 진짜 ㅋㅋㅋ 야 우리솔직해지자 시대가 어느땐데 이런영화를 들고 나와서 감동적이니, 잘만든 영화니 그러냐진짜 ㅋㅋ 정치판도, 깡패판도 완전 하나도모르는사람이 만화로만, 드라마로만 배워서 뽕짝만든거랑 뭐가다르냐? ㅋㅋ  "
"진홍식(newm****)","4","김래원이라는 배우가 어색하지 않게 전라도 사투리를 구사하지만 스토리 전개나 개연성은 거의 없음 그래도 내가 사는 지역 영화에 나오니까 기분은 오묘함  "
"책읽는파랑새(choc****)","4","메세지 없는.생각 할거리 없는. 그냥 킬링타임 영화에요그냥 생각없이 재미로볼수 있지만 저는 시간 아까웠습니다 좀더 가치있는 영화를 만들어주세요...김래원배우 멋있었던것만 기억나네요  "
"까꿍이맘(bbun****)","10","연기도잘하고 완젼 머찜!!영화웃으면서 본지오래됬는데 즐겁게 잘보고왔네요!!!롱리브더킹1000만까지 화이팅!  "
"kore****","10","잘만든 영화 비슷하지만 연기가 다르다  "
"대림멋째이(kimk****)","10","관람객재밌게 봤어요  오락영화라  "
"윤선혜(sora****)","10","와 관객 수 무엇? 진짜 존잼이에요. 꼭 보세요ㅠㅠㅠㅠ  "
"에뜨랑제(heej****)","10","재미있고 감동도 있고 느낌있네요  "
"김채은(kcy2****)","10","지루하지 않고 빵빵 터지네 꿀잼  "
